lensfiletime_kst	targetdate12digit	class
2017-07-10 9:00:00	201707101300	0
2017-07-10 9:00:00	201707111300	0
2017-07-10 9:00:00	201707121300	0
2017-07-10 21:00:00	201707111300	0
2017-07-10 21:00:00	201707121300	0
2017-07-10 21:00:00	201707131300	0
2017-07-11 9:00:00	201707111300	0
2017-07-11 9:00:00	201707121300	0
2017-07-11 9:00:00	201707131300	0
2017-07-11 21:00:00	201707121300	0
2017-07-11 21:00:00	201707131300	0
2017-07-11 21:00:00	201707141300	0
2017-07-12 9:00:00	201707121300	0
2017-07-12 9:00:00	201707131300	0
2017-07-12 9:00:00	201707141300	0
2017-07-12 21:00:00	201707131300	0
2017-07-12 21:00:00	201707141300	0
2017-07-12 21:00:00	201707151300	0
2017-07-13 9:00:00	201707131300	0
2017-07-13 9:00:00	201707141300	0
2017-07-13 9:00:00	201707151300	0
2017-07-13 21:00:00	201707140800	1
2017-07-13 21:00:00	201707140900	2
2017-07-13 21:00:00	201707141000	2
2017-07-13 21:00:00	201707141100	2
2017-07-13 21:00:00	201707141200	1
2017-07-13 21:00:00	201707141300	1
2017-07-13 21:00:00	201707141400	1
2017-07-13 21:00:00	201707150600	1
2017-07-13 21:00:00	201707150700	1
2017-07-13 21:00:00	201707150800	1
2017-07-13 21:00:00	201707150900	1
2017-07-13 21:00:00	201707151000	2
2017-07-13 21:00:00	201707151100	2
2017-07-13 21:00:00	201707151200	2
2017-07-13 21:00:00	201707151300	1
2017-07-13 21:00:00	201707151400	1
2017-07-13 21:00:00	201707151500	1
2017-07-13 21:00:00	201707161300	0
2017-07-14 9:00:00	201707141300	0
2017-07-14 9:00:00	201707151300	0
2017-07-14 9:00:00	201707161300	0
2017-07-14 21:00:00	201707151300	0
2017-07-14 21:00:00	201707161300	0
2017-07-14 21:00:00	201707171300	0
2017-07-15 9:00:00	201707151300	0
2017-07-15 9:00:00	201707161300	0
2017-07-15 9:00:00	201707171300	0
2017-07-15 21:00:00	201707161300	0
2017-07-15 21:00:00	201707171300	0
2017-07-15 21:00:00	201707181300	0
2017-07-15 21:00:00	201707181800	1
2017-07-15 21:00:00	201707181900	2
2017-07-15 21:00:00	201707182000	1
2017-07-15 21:00:00	201707182100	1
2017-07-15 21:00:00	201707182200	1
2017-07-15 21:00:00	201707182300	1
2017-07-16 9:00:00	201707161300	0
2017-07-16 9:00:00	201707171300	0
2017-07-16 9:00:00	201707181300	0
2017-07-16 21:00:00	201707171300	0
2017-07-16 21:00:00	201707181300	0
2017-07-16 21:00:00	201707181700	1
2017-07-16 21:00:00	201707181800	2
2017-07-16 21:00:00	201707181900	2
2017-07-16 21:00:00	201707182000	2
2017-07-16 21:00:00	201707182100	2
2017-07-16 21:00:00	201707182200	1
2017-07-16 21:00:00	201707182300	1
2017-07-16 21:00:00	201707190000	1
2017-07-16 21:00:00	201707190100	1
2017-07-16 21:00:00	201707190200	2
2017-07-16 21:00:00	201707190300	2
2017-07-16 21:00:00	201707190400	3
2017-07-16 21:00:00	201707190500	3
2017-07-16 21:00:00	201707190600	3
2017-07-16 21:00:00	201707190700	3
2017-07-16 21:00:00	201707190800	2
2017-07-16 21:00:00	201707190900	2
2017-07-16 21:00:00	201707191000	2
2017-07-16 21:00:00	201707191100	1
2017-07-16 21:00:00	201707191200	1
2017-07-16 21:00:00	201707191300	1
2017-07-17 9:00:00	201707171300	0
2017-07-17 9:00:00	201707180700	1
2017-07-17 9:00:00	201707180800	1
2017-07-17 9:00:00	201707180900	1
2017-07-17 9:00:00	201707181000	1
2017-07-17 9:00:00	201707181300	0
2017-07-17 9:00:00	201707191300	0
2017-07-17 21:00:00	201707181300	0
2017-07-17 21:00:00	201707191300	0
2017-07-17 21:00:00	201707201300	0
2017-07-18 9:00:00	201707181300	0
2017-07-18 9:00:00	201707191300	0
2017-07-18 9:00:00	201707201300	0
2017-07-18 21:00:00	201707191300	0
2017-07-18 21:00:00	201707201300	0
2017-07-18 21:00:00	201707211300	0
2017-07-19 9:00:00	201707191300	0
2017-07-19 9:00:00	201707201300	0
2017-07-19 9:00:00	201707211300	0
2017-07-19 21:00:00	201707201300	0
2017-07-19 21:00:00	201707211300	0
2017-07-19 21:00:00	201707221300	0
2017-07-20 9:00:00	201707201300	0
2017-07-20 9:00:00	201707211300	0
2017-07-20 9:00:00	201707221300	0
2017-07-20 21:00:00	201707211300	0
2017-07-20 21:00:00	201707221300	0
2017-07-20 21:00:00	201707231300	0
2017-07-21 9:00:00	201707211300	0
2017-07-21 9:00:00	201707221300	0
2017-07-21 9:00:00	201707231300	0
2017-07-21 21:00:00	201707221300	0
2017-07-21 21:00:00	201707231300	0
2017-07-21 21:00:00	201707241300	0
2017-07-22 9:00:00	201707221300	0
2017-07-22 9:00:00	201707231300	0
2017-07-22 9:00:00	201707241300	0
2017-07-22 21:00:00	201707231300	0
2017-07-22 21:00:00	201707241300	0
2017-07-22 21:00:00	201707251300	0
2017-07-23 9:00:00	201707231300	0
2017-07-23 9:00:00	201707241300	0
2017-07-23 9:00:00	201707251300	0
2017-07-23 21:00:00	201707241300	0
2017-07-23 21:00:00	201707251300	0
2017-07-23 21:00:00	201707261300	0
2017-07-24 9:00:00	201707241300	0
2017-07-24 9:00:00	201707251300	0
2017-07-24 9:00:00	201707261300	0
2017-07-24 21:00:00	201707251300	0
2017-07-24 21:00:00	201707261300	0
2017-07-24 21:00:00	201707271300	0
2017-07-25 9:00:00	201707251300	0
2017-07-25 9:00:00	201707261300	0
2017-07-25 9:00:00	201707271300	0
2017-07-25 21:00:00	201707261300	0
2017-07-25 21:00:00	201707271300	0
2017-07-25 21:00:00	201707281300	0
2017-07-26 9:00:00	201707261300	0
2017-07-26 9:00:00	201707271300	0
2017-07-26 9:00:00	201707281300	0
2017-07-26 21:00:00	201707271300	0
2017-07-26 21:00:00	201707281300	0
2017-07-26 21:00:00	201707291300	0
2017-07-27 9:00:00	201707271300	0
2017-07-27 9:00:00	201707281300	0
2017-07-27 9:00:00	201707291300	0
2017-07-27 21:00:00	201707281300	0
2017-07-27 21:00:00	201707291300	0
2017-07-27 21:00:00	201707301300	0
2017-07-28 9:00:00	201707281300	0
2017-07-28 9:00:00	201707291300	0
2017-07-28 9:00:00	201707301300	0
2017-07-28 21:00:00	201707291300	0
2017-07-28 21:00:00	201707301300	0
2017-07-28 21:00:00	201707311300	0
2017-07-29 9:00:00	201707291300	0
2017-07-29 9:00:00	201707301300	0
2017-07-29 9:00:00	201707311300	0
2017-07-29 9:00:00	201707311700	1
2017-07-29 9:00:00	201707311800	1
2017-07-29 21:00:00	201707301300	0
2017-07-29 21:00:00	201707311300	0
2017-07-29 21:00:00	201708011300	0
2017-07-30 9:00:00	201707301300	0
2017-07-30 9:00:00	201707311100	1
2017-07-30 9:00:00	201707311200	1
2017-07-30 9:00:00	201707311300	1
2017-07-30 9:00:00	201707311400	1
2017-07-30 9:00:00	201707311500	1
2017-07-30 9:00:00	201708011300	0
2017-07-30 21:00:00	201707311300	0
2017-07-30 21:00:00	201707311500	1
2017-07-30 21:00:00	201708011300	0
2017-07-30 21:00:00	201708011500	1
2017-07-30 21:00:00	201708011600	1
2017-07-30 21:00:00	201708011700	1
2017-07-30 21:00:00	201708011800	1
2017-07-30 21:00:00	201708021300	0
2017-07-31 9:00:00	201707311300	0
2017-07-31 9:00:00	201707311900	1
2017-07-31 9:00:00	201707312000	1
2017-07-31 9:00:00	201708011300	0
2017-07-31 9:00:00	201708021300	0
2017-07-31 21:00:00	201708011300	0
2017-07-31 21:00:00	201708021300	0
2017-07-31 21:00:00	201708031300	0
2017-08-01 9:00:00	201708011300	0
2017-08-01 9:00:00	201708021300	0
2017-08-01 9:00:00	201708031300	0
2017-08-01 21:00:00	201708021300	0
2017-08-01 21:00:00	201708031300	0
2017-08-01 21:00:00	201708041300	0
2017-08-02 9:00:00	201708021300	0
2017-08-02 9:00:00	201708031300	0
2017-08-02 9:00:00	201708041300	0
2017-08-02 21:00:00	201708031300	0
2017-08-02 21:00:00	201708041300	0
2017-08-02 21:00:00	201708051300	0
2017-08-03 9:00:00	201708031300	0
2017-08-03 9:00:00	201708041300	0
2017-08-03 9:00:00	201708051300	0
2017-08-03 21:00:00	201708041300	0
2017-08-03 21:00:00	201708051300	0
2017-08-03 21:00:00	201708061300	0
2017-08-04 9:00:00	201708041300	0
2017-08-04 9:00:00	201708051300	0
2017-08-04 9:00:00	201708061300	0
2017-08-04 21:00:00	201708051300	0
2017-08-04 21:00:00	201708061300	0
2017-08-04 21:00:00	201708062000	2
2017-08-04 21:00:00	201708062100	2
2017-08-04 21:00:00	201708062200	1
2017-08-04 21:00:00	201708062300	1
2017-08-04 21:00:00	201708070000	1
2017-08-04 21:00:00	201708071300	0
2017-08-05 9:00:00	201708051300	0
2017-08-05 9:00:00	201708061300	0
2017-08-05 9:00:00	201708071300	0
2017-08-05 21:00:00	201708061300	0
2017-08-05 21:00:00	201708071300	0
2017-08-05 21:00:00	201708081300	0
2017-08-06 9:00:00	201708061300	0
2017-08-06 9:00:00	201708071300	0
2017-08-06 9:00:00	201708081300	0
2017-08-06 21:00:00	201708071300	0
2017-08-06 21:00:00	201708081300	0
2017-08-06 21:00:00	201708091300	0
2017-08-07 9:00:00	201708071300	0
2017-08-07 9:00:00	201708081300	0
2017-08-07 9:00:00	201708090500	1
2017-08-07 9:00:00	201708090600	1
2017-08-07 9:00:00	201708090700	1
2017-08-07 9:00:00	201708090800	1
2017-08-07 9:00:00	201708090900	1
2017-08-07 9:00:00	201708091300	0
2017-08-07 21:00:00	201708081300	0
2017-08-07 21:00:00	201708091300	0
2017-08-07 21:00:00	201708101300	0
2017-08-08 9:00:00	201708081300	0
2017-08-08 9:00:00	201708091300	0
2017-08-08 9:00:00	201708101300	0
2017-08-08 21:00:00	201708091300	0
2017-08-08 21:00:00	201708101300	0
2017-08-08 21:00:00	201708111300	0
2017-08-09 9:00:00	201708091300	0
2017-08-09 9:00:00	201708101300	0
2017-08-09 9:00:00	201708111300	0
2017-08-09 21:00:00	201708101300	0
2017-08-09 21:00:00	201708111300	0
2017-08-09 21:00:00	201708111600	1
2017-08-09 21:00:00	201708111700	1
2017-08-09 21:00:00	201708111800	1
2017-08-09 21:00:00	201708111900	1
2017-08-09 21:00:00	201708121300	0
2017-08-10 9:00:00	201708101300	0
2017-08-10 9:00:00	201708111300	0
2017-08-10 9:00:00	201708121300	0
2017-08-10 21:00:00	201708111300	0
2017-08-10 21:00:00	201708121300	0
2017-08-10 21:00:00	201708131300	0
2017-08-10 21:00:00	201708131500	1
2017-08-10 21:00:00	201708131600	1
2017-08-10 21:00:00	201708131700	1
2017-08-10 21:00:00	201708131800	1
2017-08-11 9:00:00	201708111300	0
2017-08-11 9:00:00	201708121300	0
2017-08-11 9:00:00	201708131300	0
2017-08-11 21:00:00	201708121300	0
2017-08-11 21:00:00	201708131300	0
2017-08-11 21:00:00	201708141200	1
2017-08-11 21:00:00	201708141300	1
2017-08-11 21:00:00	201708141400	1
2017-08-11 21:00:00	201708141500	1
2017-08-11 21:00:00	201708141600	1
2017-08-12 9:00:00	201708121300	0
2017-08-12 9:00:00	201708131300	0
2017-08-12 9:00:00	201708132300	1
2017-08-12 9:00:00	201708140000	1
2017-08-12 9:00:00	201708140100	1
2017-08-12 9:00:00	201708141300	0
2017-08-12 21:00:00	201708131300	0
2017-08-12 21:00:00	201708141300	0
2017-08-12 21:00:00	201708151300	0
2017-08-13 9:00:00	201708131300	0
2017-08-13 9:00:00	201708140700	1
2017-08-13 9:00:00	201708140800	2
2017-08-13 9:00:00	201708140900	2
2017-08-13 9:00:00	201708141000	2
2017-08-13 9:00:00	201708141100	1
2017-08-13 9:00:00	201708141200	1
2017-08-13 9:00:00	201708141300	1
2017-08-13 9:00:00	201708141400	1
2017-08-13 9:00:00	201708141500	1
2017-08-13 9:00:00	201708141600	1
2017-08-13 9:00:00	201708141700	1
2017-08-13 9:00:00	201708141800	1
2017-08-13 9:00:00	201708141900	1
2017-08-13 9:00:00	201708142000	1
2017-08-13 9:00:00	201708151300	0
2017-08-13 21:00:00	201708141200	1
2017-08-13 21:00:00	201708141300	1
2017-08-13 21:00:00	201708141400	1
2017-08-13 21:00:00	201708141500	1
2017-08-13 21:00:00	201708151300	0
2017-08-13 21:00:00	201708161300	0
2017-08-14 9:00:00	201708141300	0
2017-08-14 9:00:00	201708150300	1
2017-08-14 9:00:00	201708150400	1
2017-08-14 9:00:00	201708150500	1
2017-08-14 9:00:00	201708150600	1
2017-08-14 9:00:00	201708151300	0
2017-08-14 9:00:00	201708161300	0
2017-08-14 21:00:00	201708151300	0
2017-08-14 21:00:00	201708161300	0
2017-08-14 21:00:00	201708171300	0
2017-08-15 9:00:00	201708151300	0
2017-08-15 9:00:00	201708161300	0
2017-08-15 9:00:00	201708171300	0
2017-08-15 21:00:00	201708161300	0
2017-08-15 21:00:00	201708171300	0
2017-08-15 21:00:00	201708181300	0
2017-08-16 9:00:00	201708161300	0
2017-08-16 9:00:00	201708171300	0
2017-08-16 9:00:00	201708181300	0
2017-08-16 21:00:00	201708171300	0
2017-08-16 21:00:00	201708181300	0
2017-08-16 21:00:00	201708191300	0
2017-08-17 9:00:00	201708171300	0
2017-08-17 9:00:00	201708181300	0
2017-08-17 9:00:00	201708191300	0
2017-08-17 21:00:00	201708181300	0
2017-08-17 21:00:00	201708191300	0
2017-08-17 21:00:00	201708200900	1
2017-08-17 21:00:00	201708201000	1
2017-08-17 21:00:00	201708201100	1
2017-08-17 21:00:00	201708201300	0
2017-08-18 9:00:00	201708181300	0
2017-08-18 9:00:00	201708191300	0
2017-08-18 9:00:00	201708200300	2
2017-08-18 9:00:00	201708200400	3
2017-08-18 9:00:00	201708200500	3
2017-08-18 9:00:00	201708200600	3
2017-08-18 9:00:00	201708200700	4
2017-08-18 9:00:00	201708200800	4
2017-08-18 9:00:00	201708200900	3
2017-08-18 9:00:00	201708201000	2
2017-08-18 9:00:00	201708201100	2
2017-08-18 9:00:00	201708201200	1
2017-08-18 9:00:00	201708201300	1
2017-08-18 9:00:00	201708201400	1
2017-08-18 9:00:00	201708202300	2
2017-08-18 9:00:00	201708210000	2
2017-08-18 21:00:00	201708191300	0
2017-08-18 21:00:00	201708201300	0
2017-08-18 21:00:00	201708211300	0
2017-08-19 9:00:00	201708191300	0
2017-08-19 9:00:00	201708200100	1
2017-08-19 9:00:00	201708200200	2
2017-08-19 9:00:00	201708200300	2
2017-08-19 9:00:00	201708200400	2
2017-08-19 9:00:00	201708200500	1
2017-08-19 9:00:00	201708200600	1
2017-08-19 9:00:00	201708200700	1
2017-08-19 9:00:00	201708201300	0
2017-08-19 9:00:00	201708211300	2
2017-08-19 9:00:00	201708211400	2
2017-08-19 9:00:00	201708211500	2
2017-08-19 9:00:00	201708211600	2
2017-08-19 9:00:00	201708211700	1
2017-08-19 9:00:00	201708211800	1
2017-08-19 9:00:00	201708211900	1
2017-08-19 21:00:00	201708201300	0
2017-08-19 21:00:00	201708211300	0
2017-08-19 21:00:00	201708221300	0
2017-08-20 9:00:00	201708201300	0
2017-08-20 9:00:00	201708211300	0
2017-08-20 9:00:00	201708221300	0
2017-08-20 21:00:00	201708211300	0
2017-08-20 21:00:00	201708220700	1
2017-08-20 21:00:00	201708220800	1
2017-08-20 21:00:00	201708221300	0
2017-08-20 21:00:00	201708231300	0
2017-08-21 9:00:00	201708211300	0
2017-08-21 9:00:00	201708221300	0
2017-08-21 9:00:00	201708231300	0
2017-08-21 21:00:00	201708221300	0
2017-08-21 21:00:00	201708231300	0
2017-08-21 21:00:00	201708241300	0
2017-08-22 9:00:00	201708221300	0
2017-08-22 9:00:00	201708231300	0
2017-08-22 9:00:00	201708241300	0
2017-08-22 21:00:00	201708231300	0
2017-08-22 21:00:00	201708241300	0
2017-08-22 21:00:00	201708251300	0
2017-08-23 9:00:00	201708231300	0
2017-08-23 9:00:00	201708241300	0
2017-08-23 9:00:00	201708251300	0
2017-08-23 21:00:00	201708241300	0
2017-08-23 21:00:00	201708251300	0
2017-08-23 21:00:00	201708261300	0
2017-08-24 9:00:00	201708241300	0
2017-08-24 9:00:00	201708251300	0
2017-08-24 9:00:00	201708261300	0
2017-08-24 21:00:00	201708251300	0
2017-08-24 21:00:00	201708261300	0
2017-08-24 21:00:00	201708271300	0
2017-08-25 9:00:00	201708251300	0
2017-08-25 9:00:00	201708261300	0
2017-08-25 9:00:00	201708271300	0
2017-08-25 21:00:00	201708261300	0
2017-08-25 21:00:00	201708271300	0
2017-08-25 21:00:00	201708281300	0
2017-08-26 9:00:00	201708261300	0
2017-08-26 9:00:00	201708271300	0
2017-08-26 9:00:00	201708281300	0
2017-08-26 21:00:00	201708271300	0
2017-08-26 21:00:00	201708281300	0
2017-08-26 21:00:00	201708291300	0
2017-08-27 9:00:00	201708271300	0
2017-08-27 9:00:00	201708281300	0
2017-08-27 9:00:00	201708291300	0
2017-08-27 21:00:00	201708281300	0
2017-08-27 21:00:00	201708291300	0
2017-08-27 21:00:00	201708301300	0
2017-08-28 9:00:00	201708281300	0
2017-08-28 9:00:00	201708291300	0
2017-08-28 9:00:00	201708301300	0
2017-08-28 21:00:00	201708291300	0
2017-08-28 21:00:00	201708301300	0
2017-08-28 21:00:00	201708311300	0
2017-08-29 9:00:00	201708291300	0
2017-08-29 9:00:00	201708301300	0
2017-08-29 9:00:00	201708311300	0
2017-08-29 21:00:00	201708301300	0
2017-08-29 21:00:00	201708311300	0
2017-08-29 21:00:00	201709011300	0
2017-08-30 9:00:00	201708301300	0
2017-08-30 9:00:00	201708311300	0
2017-08-30 9:00:00	201709011300	0
2017-08-30 21:00:00	201708311300	0
2017-08-30 21:00:00	201709011300	0
2017-08-30 21:00:00	201709021300	0
2017-08-31 9:00:00	201708311300	0
2017-08-31 9:00:00	201709011300	0
2017-08-31 9:00:00	201709021300	0
2017-08-31 21:00:00	201709011300	0
2017-08-31 21:00:00	201709021300	0
2017-08-31 21:00:00	201709031300	0
2017-09-01 9:00:00	201709011300	0
2017-09-01 9:00:00	201709021300	0
2017-09-01 9:00:00	201709031300	0
2017-09-01 21:00:00	201709021300	0
2017-09-01 21:00:00	201709031300	0
2017-09-01 21:00:00	201709041300	0
2017-09-02 9:00:00	201709021300	0
2017-09-02 9:00:00	201709031300	0
2017-09-02 9:00:00	201709041300	0
2017-09-02 21:00:00	201709031300	0
2017-09-02 21:00:00	201709041300	0
2017-09-02 21:00:00	201709051300	0
2017-09-03 9:00:00	201709031300	0
2017-09-03 9:00:00	201709041300	0
2017-09-03 9:00:00	201709051300	0
2017-09-03 21:00:00	201709041300	0
2017-09-03 21:00:00	201709051300	0
2017-09-03 21:00:00	201709061300	0
2017-09-04 9:00:00	201709041300	0
2017-09-04 9:00:00	201709051300	0
2017-09-04 9:00:00	201709061300	0
2017-09-04 21:00:00	201709051300	0
2017-09-04 21:00:00	201709061300	0
2017-09-04 21:00:00	201709062200	1
2017-09-04 21:00:00	201709062300	1
2017-09-04 21:00:00	201709070000	1
2017-09-04 21:00:00	201709070100	1
2017-09-04 21:00:00	201709070200	1
2017-09-04 21:00:00	201709070300	1
2017-09-04 21:00:00	201709070400	1
2017-09-04 21:00:00	201709070500	1
2017-09-04 21:00:00	201709070600	1
2017-09-04 21:00:00	201709070700	1
2017-09-04 21:00:00	201709070800	1
2017-09-04 21:00:00	201709071300	0
2017-09-05 9:00:00	201709051300	0
2017-09-05 9:00:00	201709061300	0
2017-09-05 9:00:00	201709070000	1
2017-09-05 9:00:00	201709070100	1
2017-09-05 9:00:00	201709070200	1
2017-09-05 9:00:00	201709070300	1
2017-09-05 9:00:00	201709070400	1
2017-09-05 9:00:00	201709070500	1
2017-09-05 9:00:00	201709070600	1
2017-09-05 9:00:00	201709070700	1
2017-09-05 9:00:00	201709070800	1
2017-09-05 9:00:00	201709070900	1
2017-09-05 9:00:00	201709071000	1
2017-09-05 9:00:00	201709071300	0
2017-09-05 21:00:00	201709061300	0
2017-09-05 21:00:00	201709061800	1
2017-09-05 21:00:00	201709061900	1
2017-09-05 21:00:00	201709062000	1
2017-09-05 21:00:00	201709062100	1
2017-09-05 21:00:00	201709071300	0
2017-09-05 21:00:00	201709081300	0
2017-09-06 9:00:00	201709061300	0
2017-09-06 9:00:00	201709070000	1
2017-09-06 9:00:00	201709070100	1
2017-09-06 9:00:00	201709070200	1
2017-09-06 9:00:00	201709071300	0
2017-09-06 9:00:00	201709081300	0
2017-09-06 21:00:00	201709071300	0
2017-09-06 21:00:00	201709081300	0
2017-09-06 21:00:00	201709091300	0
2017-09-07 9:00:00	201709071300	0
2017-09-07 9:00:00	201709081300	0
2017-09-07 9:00:00	201709091300	0
2017-09-07 21:00:00	201709081300	0
2017-09-07 21:00:00	201709091300	0
2017-09-07 21:00:00	201709101300	0
2017-09-08 9:00:00	201709081300	0
2017-09-08 9:00:00	201709091300	0
2017-09-08 9:00:00	201709101300	0
2017-09-08 21:00:00	201709091300	0
2017-09-08 21:00:00	201709101300	0
2017-09-08 21:00:00	201709111300	0
2017-09-09 9:00:00	201709091300	0
2017-09-09 9:00:00	201709101300	0
2017-09-09 9:00:00	201709111300	0
2017-09-09 21:00:00	201709101300	0
2017-09-09 21:00:00	201709111300	0
2017-09-09 21:00:00	201709121300	0
2017-09-10 9:00:00	201709101300	0
2017-09-10 9:00:00	201709110600	1
2017-09-10 9:00:00	201709110700	2
2017-09-10 9:00:00	201709110800	2
2017-09-10 9:00:00	201709110900	2
2017-09-10 9:00:00	201709111000	1
2017-09-10 9:00:00	201709111100	1
2017-09-10 9:00:00	201709111200	1
2017-09-10 9:00:00	201709111300	1
2017-09-10 9:00:00	201709111400	2
2017-09-10 9:00:00	201709111500	2
2017-09-10 9:00:00	201709111600	2
2017-09-10 9:00:00	201709111700	1
2017-09-10 9:00:00	201709111800	1
2017-09-10 9:00:00	201709111900	1
2017-09-10 9:00:00	201709121300	0
2017-09-10 21:00:00	201709111300	0
2017-09-10 21:00:00	201709121300	0
2017-09-10 21:00:00	201709131300	0
2017-09-11 9:00:00	201709111300	0
2017-09-11 9:00:00	201709121300	0
2017-09-11 9:00:00	201709131300	0
2017-09-11 21:00:00	201709121300	0
2017-09-11 21:00:00	201709131300	0
2017-09-11 21:00:00	201709141300	0
2017-09-12 9:00:00	201709121300	0
2017-09-12 9:00:00	201709131300	0
2017-09-12 9:00:00	201709141300	0
2017-09-12 21:00:00	201709131300	0
2017-09-12 21:00:00	201709141300	0
2017-09-12 21:00:00	201709151300	0
2017-09-13 9:00:00	201709131300	0
2017-09-13 9:00:00	201709141300	0
2017-09-13 9:00:00	201709151300	0
2017-09-13 21:00:00	201709141300	0
2017-09-13 21:00:00	201709151300	0
2017-09-13 21:00:00	201709161300	0
2017-09-14 9:00:00	201709141300	0
2017-09-14 9:00:00	201709151300	0
2017-09-14 9:00:00	201709161300	0
2017-09-14 21:00:00	201709151300	0
2017-09-14 21:00:00	201709161300	0
2017-09-14 21:00:00	201709171300	0
2017-09-15 9:00:00	201709151300	0
2017-09-15 9:00:00	201709161300	0
2017-09-15 9:00:00	201709171300	0
2017-09-15 21:00:00	201709161300	0
2017-09-15 21:00:00	201709171300	0
2017-09-15 21:00:00	201709181300	0
2017-09-16 9:00:00	201709161300	0
2017-09-16 9:00:00	201709171300	0
2017-09-16 9:00:00	201709181300	0
2017-09-16 21:00:00	201709171300	0
2017-09-16 21:00:00	201709181300	0
2017-09-16 21:00:00	201709191300	0
2017-09-17 9:00:00	201709171300	0
2017-09-17 9:00:00	201709181300	0
2017-09-17 9:00:00	201709191300	0
2017-09-17 21:00:00	201709181300	0
2017-09-17 21:00:00	201709191300	0
2017-09-17 21:00:00	201709201300	0
2017-09-18 9:00:00	201709181300	0
2017-09-18 9:00:00	201709191300	0
2017-09-18 9:00:00	201709201300	0
2017-09-18 21:00:00	201709191300	0
2017-09-18 21:00:00	201709201300	0
2017-09-18 21:00:00	201709211300	0
2017-09-19 9:00:00	201709191300	0
2017-09-19 9:00:00	201709201300	0
2017-09-19 9:00:00	201709211300	0
2017-09-19 21:00:00	201709201300	0
2017-09-19 21:00:00	201709211300	0
2017-09-19 21:00:00	201709221300	0
2017-09-20 9:00:00	201709201300	0
2017-09-20 9:00:00	201709211300	0
2017-09-20 9:00:00	201709221300	0
2017-09-20 21:00:00	201709211300	0
2017-09-20 21:00:00	201709221300	0
2017-09-20 21:00:00	201709231300	0
2017-09-21 9:00:00	201709211300	0
2017-09-21 9:00:00	201709221300	0
2017-09-21 9:00:00	201709231300	0
2017-09-21 21:00:00	201709221300	0
2017-09-21 21:00:00	201709231300	0
2017-09-21 21:00:00	201709241300	0
2017-09-22 9:00:00	201709221300	0
2017-09-22 9:00:00	201709231300	0
2017-09-22 9:00:00	201709241300	0
2017-09-22 21:00:00	201709231300	0
2017-09-22 21:00:00	201709241300	0
2017-09-22 21:00:00	201709251300	0
2017-09-23 9:00:00	201709231300	0
2017-09-23 9:00:00	201709241300	0
2017-09-23 9:00:00	201709251300	0
2017-09-23 21:00:00	201709241300	0
2017-09-23 21:00:00	201709251300	0
2017-09-23 21:00:00	201709261300	0
2017-09-24 9:00:00	201709241300	0
2017-09-24 9:00:00	201709251300	0
2017-09-24 9:00:00	201709261300	0
2017-09-24 21:00:00	201709251300	0
2017-09-24 21:00:00	201709261300	0
2017-09-24 21:00:00	201709271300	0
2017-09-25 9:00:00	201709251300	0
2017-09-25 9:00:00	201709261300	0
2017-09-25 9:00:00	201709271300	0
2017-09-25 21:00:00	201709261300	0
2017-09-25 21:00:00	201709271300	0
2017-09-25 21:00:00	201709281300	0
2017-09-26 9:00:00	201709261300	0
2017-09-26 9:00:00	201709270200	1
2017-09-26 9:00:00	201709270300	1
2017-09-26 9:00:00	201709270400	1
2017-09-26 9:00:00	201709270500	1
2017-09-26 9:00:00	201709270600	1
2017-09-26 9:00:00	201709271300	0
2017-09-26 9:00:00	201709281300	0
2017-09-26 21:00:00	201709270800	1
2017-09-26 21:00:00	201709270900	1
2017-09-26 21:00:00	201709271000	1
2017-09-26 21:00:00	201709271100	1
2017-09-26 21:00:00	201709271200	1
2017-09-26 21:00:00	201709271300	1
2017-09-26 21:00:00	201709271400	1
2017-09-26 21:00:00	201709281300	0
2017-09-26 21:00:00	201709291300	0
2017-09-27 9:00:00	201709271300	0
2017-09-27 9:00:00	201709281300	0
2017-09-27 9:00:00	201709291300	0
2017-09-27 21:00:00	201709281300	0
2017-09-27 21:00:00	201709291300	0
2017-09-27 21:00:00	201709301300	0
2017-09-28 9:00:00	201709281300	0
2017-09-28 9:00:00	201709291300	0
2017-09-28 9:00:00	201709301300	0
2017-09-28 21:00:00	201709291300	0
2017-09-28 21:00:00	201709301300	0
2017-09-28 21:00:00	201710011300	0
2017-09-29 9:00:00	201709291300	0
2017-09-29 9:00:00	201709301300	0
2017-09-29 9:00:00	201710011300	0
2017-09-29 9:00:00	201710011700	1
2017-09-29 9:00:00	201710011800	1
2017-09-29 9:00:00	201710011900	1
2017-09-29 9:00:00	201710012000	1
2017-09-29 9:00:00	201710012100	1
2017-09-29 21:00:00	201709301300	0
2017-09-29 21:00:00	201710011300	0
2017-09-29 21:00:00	201710021000	1
2017-09-29 21:00:00	201710021100	1
2017-09-29 21:00:00	201710021200	2
2017-09-29 21:00:00	201710021300	2
2017-09-29 21:00:00	201710021400	2
2017-09-29 21:00:00	201710021500	1
2017-09-29 21:00:00	201710021600	1
2017-09-29 21:00:00	201710021700	1
2017-09-30 9:00:00	201709301300	0
2017-09-30 9:00:00	201710011300	0
2017-09-30 9:00:00	201710021300	0
2017-09-30 21:00:00	201710011300	0
2017-09-30 21:00:00	201710021300	0
2017-09-30 21:00:00	201710031300	0
2019-07-16 9:00:00	201907161300	0
2019-07-16 9:00:00	201907171300	0
